qtype,context,chosen,target,pre,post,id,delta
3,m,ih,ol,0,0,A2L3X4ZZ0J2DZ2,0
3,f,ih,ol,0,3,AE2MQ0H6NNRUH,3
3,b,ih,ol,0,3,AE2MQ0H6NNRUH,3
3,g,il,ih,0,-3,AE2MQ0H6NNRUH,-3
3,m,oh,ih,0,-3,AE2MQ0H6NNRUH,-3
3,f,il,il,0,1,A3UJSDFJ9LBQ6Z,1
3,b,ih,il,0,1,A3UJSDFJ9LBQ6Z,1
3,g,oh,oh,0,-3,A3UJSDFJ9LBQ6Z,-3
3,m,oh,oh,0,-3,A3UJSDFJ9LBQ6Z,-3
3,f,oh,oh,0,-2,ABOEYY9Y0PFRI,-2
3,b,ol,oh,0,-2,ABOEYY9Y0PFRI,-2
3,g,il,ih,0,-3,ABOEYY9Y0PFRI,-3
3,m,il,ol,0,-1,ABOEYY9Y0PFRI,-1
4,f,ih,oh,0,0,A3PQVDFT21IISU,0
4,b,oh,oh,0,3,A3PQVDFT21IISU,3
4,g,ih,ih,0,3,A3PQVDFT21IISU,3
4,m,ol,ol,0,3,A3PQVDFT21IISU,3
4,f,il,ih,0,-3,A2RVFMCKSSEHDV,-3
4,b,il,il,0,3,A2RVFMCKSSEHDV,3
4,g,il,oh,0,0,A2RVFMCKSSEHDV,0
4,m,il,oh,0,0,A2RVFMCKSSEHDV,0
4,f,oh,ol,0,0,A1NF1XZTCVRG1V,0
4,b,ih,ol,0,0,A1NF1XZTCVRG1V,0
4,g,il,ol,0,0,A1NF1XZTCVRG1V,0
4,m,oh,il,0,-3,A1NF1XZTCVRG1V,-3
4,f,ol,ih,0,-3,A141KHBKG7QIFI,-3
4,b,ih,ih,0,3,A141KHBKG7QIFI,3
4,g,oh,il,0,-3,A141KHBKG7QIFI,-3
4,m,ih,ol,0,-3,A141KHBKG7QIFI,-3
4,f,ol,oh,0,-3,A3F51C49T9A34D,-3
4,b,il,il,0,3,A3F51C49T9A34D,3
4,g,ih,oh,0,-3,A3F51C49T9A34D,-3
4,m,ih,ih,0,3,A3F51C49T9A34D,3
4,f,oh,ol,0,-2,A3US4NGKXBVI48,-2
4,b,ol,ol,0,3,A3US4NGKXBVI48,3
4,g,ol,ol,0,3,A3US4NGKXBVI48,3
4,m,oh,ih,0,-3,A3US4NGKXBVI48,-3
4,f,il,il,0,3,A37PUSY6CJ7TQ0,3
4,b,oh,ih,0,-3,A37PUSY6CJ7TQ0,-3
4,g,ol,il,0,-3,A37PUSY6CJ7TQ0,-3
4,m,ol,oh,0,-3,A37PUSY6CJ7TQ0,-3
4,f,ih,ih,0,3,AGS3G0AT438E7,3
4,b,ol,oh,0,0,AGS3G0AT438E7,0
4,g,oh,ih,0,0,AGS3G0AT438E7,0
4,m,il,oh,0,0,AGS3G0AT438E7,0
4,f,il,il,0,3,A1VL7507UONPX0,3
4,b,oh,oh,0,3,A1VL7507UONPX0,3
4,g,ih,oh,0,0,A1VL7507UONPX0,0
4,m,oh,il,0,0,A1VL7507UONPX0,0
4,f,ol,oh,0,-3,A1TPGXT718D68E,-3
4,b,ol,ih,0,-3,A1TPGXT718D68E,-3
4,g,oh,ih,0,-3,A1TPGXT718D68E,-3
4,m,ol,ol,0,-1,A1TPGXT718D68E,-1
4,f,ih,ih,0,3,A2E86HP0ZU8LO4,3
4,b,ih,il,0,-2,A2E86HP0ZU8LO4,-2
4,g,ol,il,0,-3,A2E86HP0ZU8LO4,-3
4,m,il,ih,0,-3,A2E86HP0ZU8LO4,-3
4,f,ih,ol,0,0,ARI1EMAHUA9PO,0
4,b,il,ih,0,-2,ARI1EMAHUA9PO,-2
4,g,il,il,0,3,ARI1EMAHUA9PO,3
4,m,il,ol,0,0,ARI1EMAHUA9PO,0
4,f,oh,ol,0,0,AT6LDQNLKTUSE,0
4,b,il,ol,0,0,AT6LDQNLKTUSE,0
4,g,il,ol,0,-3,AT6LDQNLKTUSE,-3
4,m,ih,ih,0,3,AT6LDQNLKTUSE,3
4,f,il,il,0,3,A2ZD1ROOZLT370,3
4,b,ih,oh,0,-3,A2ZD1ROOZLT370,-3
4,g,oh,ih,0,-3,A2ZD1ROOZLT370,-3
4,m,oh,oh,0,3,A2ZD1ROOZLT370,3
4,f,ol,il,0,0,A2FOYHZ7HOFKBI,0
4,b,ih,oh,0,2,A2FOYHZ7HOFKBI,2
4,g,ol,oh,0,-1,A2FOYHZ7HOFKBI,-1
4,m,oh,il,0,-2,A2FOYHZ7HOFKBI,-2
4,f,il,ih,0,-3,AK2YUQUFZN1L6,-3
4,b,il,il,0,3,AK2YUQUFZN1L6,3
4,g,oh,ol,0,0,AK2YUQUFZN1L6,0
4,m,ol,ih,0,-3,AK2YUQUFZN1L6,-3
4,f,ih,ol,0,0,A1PL4QW6IPULOX,0
4,b,oh,ih,0,-3,A1PL4QW6IPULOX,-3
4,g,ih,il,0,0,A1PL4QW6IPULOX,0
4,m,ih,oh,0,0,A1PL4QW6IPULOX,0
4,f,oh,ih,0,-3,A11TPUPFP2S4MK,-3
4,b,il,il,0,2,A11TPUPFP2S4MK,2
4,g,ol,ih,0,-3,A11TPUPFP2S4MK,-3
4,m,oh,il,0,0,A11TPUPFP2S4MK,0
c,f,il,ih,1,2,A1PR75OOJOLBA2,1
c,f,il,il,1,2,A1PR75OOJOLBA2,1
c,f,il,oh,2,2,A1PR75OOJOLBA2,0
c,f,il,ol,0,1,A1PR75OOJOLBA2,1
c,b,oh,ih,1,0,A1PR75OOJOLBA2,-1
c,b,oh,il,3,1,A1PR75OOJOLBA2,-2
c,b,oh,oh,2,3,A1PR75OOJOLBA2,1
c,b,oh,ol,0,0,A1PR75OOJOLBA2,0
c,g,oh,ih,1,1,A1PR75OOJOLBA2,0
c,g,oh,il,1,2,A1PR75OOJOLBA2,1
c,g,oh,oh,0,0,A1PR75OOJOLBA2,0
c,g,oh,ol,2,3,A1PR75OOJOLBA2,1
c,m,ol,ih,1,1,A1PR75OOJOLBA2,0
c,m,ol,il,0,0,A1PR75OOJOLBA2,0
c,m,ol,oh,3,2,A1PR75OOJOLBA2,-1
c,m,ol,ol,2,3,A1PR75OOJOLBA2,1
c,f,il,ih,1,-4,A2UIGDOLX5RV95,-5
c,f,il,il,4,4,A2UIGDOLX5RV95,0
c,f,il,oh,1,-2,A2UIGDOLX5RV95,-3
c,f,il,ol,-1,0,A2UIGDOLX5RV95,1
c,b,ih,ih,4,4,A2UIGDOLX5RV95,0
c,b,ih,il,2,-3,A2UIGDOLX5RV95,-5
c,b,ih,oh,1,1,A2UIGDOLX5RV95,0
c,b,ih,ol,3,1,A2UIGDOLX5RV95,-2
c,g,ih,ih,4,4,A2UIGDOLX5RV95,0
c,g,ih,il,2,-3,A2UIGDOLX5RV95,-5
c,g,ih,oh,1,-2,A2UIGDOLX5RV95,-3
c,g,ih,ol,3,-2,A2UIGDOLX5RV95,-5
c,m,il,ih,4,-3,A2UIGDOLX5RV95,-7
c,m,il,il,-1,4,A2UIGDOLX5RV95,5
c,m,il,oh,2,1,A2UIGDOLX5RV95,-1
c,m,il,ol,4,1,A2UIGDOLX5RV95,-3
c,f,ih,ih,3,4,A2FFSM2AD8ME56,1
c,f,ih,il,4,-4,A2FFSM2AD8ME56,-8
c,f,ih,oh,0,0,A2FFSM2AD8ME56,0
c,f,ih,ol,4,0,A2FFSM2AD8ME56,-4
c,b,ol,ih,4,-4,A2FFSM2AD8ME56,-8
c,b,ol,il,0,-4,A2FFSM2AD8ME56,-4
c,b,ol,oh,4,-4,A2FFSM2AD8ME56,-8
c,b,ol,ol,4,4,A2FFSM2AD8ME56,0
c,g,oh,ih,4,-4,A2FFSM2AD8ME56,-8
c,g,oh,il,4,-4,A2FFSM2AD8ME56,-8
c,g,oh,oh,4,4,A2FFSM2AD8ME56,0
c,g,oh,ol,4,-4,A2FFSM2AD8ME56,-8
c,m,il,ih,4,-4,A2FFSM2AD8ME56,-8
c,m,il,il,3,4,A2FFSM2AD8ME56,1
c,m,il,oh,3,-4,A2FFSM2AD8ME56,-7
c,m,il,ol,4,0,A2FFSM2AD8ME56,-4
c,f,ol,ih,3,-4,ABNR8ID5Q3CYA,-7
c,f,ol,il,3,-4,ABNR8ID5Q3CYA,-7
c,f,ol,oh,0,-1,ABNR8ID5Q3CYA,-1
c,f,ol,ol,-3,4,ABNR8ID5Q3CYA,7
c,b,il,ih,2,-4,ABNR8ID5Q3CYA,-6
c,b,il,il,-3,4,ABNR8ID5Q3CYA,7
c,b,il,oh,2,2,ABNR8ID5Q3CYA,0
c,b,il,ol,2,2,ABNR8ID5Q3CYA,0
c,g,ol,ih,2,-4,ABNR8ID5Q3CYA,-6
c,g,ol,il,2,-4,ABNR8ID5Q3CYA,-6
c,g,ol,oh,-1,-4,ABNR8ID5Q3CYA,-3
c,g,ol,ol,2,4,ABNR8ID5Q3CYA,2
c,m,ih,ih,3,4,ABNR8ID5Q3CYA,1
c,m,ih,il,-3,-3,ABNR8ID5Q3CYA,0
c,m,ih,oh,3,1,ABNR8ID5Q3CYA,-2
c,m,ih,ol,3,3,ABNR8ID5Q3CYA,0
c,f,oh,ih,2,1,A3M2HNLXQR2AAV,-1
c,f,oh,il,4,4,A3M2HNLXQR2AAV,0
c,f,oh,oh,-1,4,A3M2HNLXQR2AAV,5
c,f,oh,ol,3,1,A3M2HNLXQR2AAV,-2
c,b,il,ih,4,-3,A3M2HNLXQR2AAV,-7
c,b,il,il,-4,4,A3M2HNLXQR2AAV,8
c,b,il,oh,-1,-1,A3M2HNLXQR2AAV,0
c,b,il,ol,3,1,A3M2HNLXQR2AAV,-2
c,g,il,ih,4,-3,A3M2HNLXQR2AAV,-7
c,g,il,il,4,4,A3M2HNLXQR2AAV,0
c,g,il,oh,4,1,A3M2HNLXQR2AAV,-3
c,g,il,ol,4,1,A3M2HNLXQR2AAV,-3
c,m,ih,ih,3,4,A3M2HNLXQR2AAV,1
c,m,ih,il,-4,-4,A3M2HNLXQR2AAV,0
c,m,ih,oh,-4,-4,A3M2HNLXQR2AAV,0
c,m,ih,ol,3,1,A3M2HNLXQR2AAV,-2
c,f,oh,ih,1,-4,A2VNSNAN1LZBAM,-5
c,f,oh,il,4,-4,A2VNSNAN1LZBAM,-8
c,f,oh,oh,-3,4,A2VNSNAN1LZBAM,7
c,f,oh,ol,-3,-4,A2VNSNAN1LZBAM,-1
c,b,oh,ih,3,-4,A2VNSNAN1LZBAM,-7
c,b,oh,il,-2,-4,A2VNSNAN1LZBAM,-2
c,b,oh,oh,2,4,A2VNSNAN1LZBAM,2
c,b,oh,ol,2,-4,A2VNSNAN1LZBAM,-6
c,g,il,ih,1,-4,A2VNSNAN1LZBAM,-5
c,g,il,il,1,4,A2VNSNAN1LZBAM,3
c,g,il,oh,1,1,A2VNSNAN1LZBAM,0
c,g,il,ol,1,1,A2VNSNAN1LZBAM,0
c,m,oh,ih,4,-4,A2VNSNAN1LZBAM,-8
c,m,oh,il,-1,-4,A2VNSNAN1LZBAM,-3
c,m,oh,oh,3,4,A2VNSNAN1LZBAM,1
c,m,oh,ol,4,-4,A2VNSNAN1LZBAM,-8
c,f,ol,ih,3,-4,A9IVKB32DAYBS,-7
c,f,ol,il,4,-4,A9IVKB32DAYBS,-8
c,f,ol,oh,2,0,A9IVKB32DAYBS,-2
c,f,ol,ol,0,4,A9IVKB32DAYBS,4
c,b,ol,ih,3,-4,A9IVKB32DAYBS,-7
c,b,ol,il,-3,-4,A9IVKB32DAYBS,-1
c,b,ol,oh,0,0,A9IVKB32DAYBS,0
c,b,ol,ol,1,4,A9IVKB32DAYBS,3
c,g,ol,ih,3,-4,A9IVKB32DAYBS,-7
c,g,ol,il,2,-4,A9IVKB32DAYBS,-6
c,g,ol,oh,1,-4,A9IVKB32DAYBS,-5
c,g,ol,ol,1,4,A9IVKB32DAYBS,3
c,m,oh,ih,4,-4,A9IVKB32DAYBS,-8
c,m,oh,il,-2,-4,A9IVKB32DAYBS,-2
c,m,oh,oh,-1,4,A9IVKB32DAYBS,5
c,m,oh,ol,4,0,A9IVKB32DAYBS,-4
c,f,ih,ih,2,2,A1OAL0AHFQHGVT,0
c,f,ih,il,1,1,A1OAL0AHFQHGVT,0
c,f,ih,oh,3,3,A1OAL0AHFQHGVT,0
c,f,ih,ol,2,3,A1OAL0AHFQHGVT,1
c,b,il,ih,2,1,A1OAL0AHFQHGVT,-1
c,b,il,il,3,3,A1OAL0AHFQHGVT,0
c,b,il,oh,3,3,A1OAL0AHFQHGVT,0
c,b,il,ol,2,2,A1OAL0AHFQHGVT,0
c,g,oh,ih,1,2,A1OAL0AHFQHGVT,1
c,g,oh,il,3,2,A1OAL0AHFQHGVT,-1
c,g,oh,oh,2,3,A1OAL0AHFQHGVT,1
c,g,oh,ol,1,1,A1OAL0AHFQHGVT,0
c,m,ih,ih,2,2,A1OAL0AHFQHGVT,0
c,m,ih,il,3,3,A1OAL0AHFQHGVT,0
c,m,ih,oh,1,1,A1OAL0AHFQHGVT,0
c,m,ih,ol,1,2,A1OAL0AHFQHGVT,1
c,f,il,ih,4,-4,AXPZAP62ZYWP8,-8
c,f,il,il,4,4,AXPZAP62ZYWP8,0
c,f,il,oh,0,0,AXPZAP62ZYWP8,0
c,f,il,ol,1,0,AXPZAP62ZYWP8,-1
c,b,ol,ih,3,-4,AXPZAP62ZYWP8,-7
c,b,ol,il,2,-4,AXPZAP62ZYWP8,-6
c,b,ol,oh,3,-2,AXPZAP62ZYWP8,-5
c,b,ol,ol,4,4,AXPZAP62ZYWP8,0
c,g,ih,ih,1,4,AXPZAP62ZYWP8,3
c,g,ih,il,1,-4,AXPZAP62ZYWP8,-5
c,g,ih,oh,2,-4,AXPZAP62ZYWP8,-6
c,g,ih,ol,2,-4,AXPZAP62ZYWP8,-6
c,m,ol,ih,3,-4,AXPZAP62ZYWP8,-7
c,m,ol,il,3,-4,AXPZAP62ZYWP8,-7
c,m,ol,oh,3,-4,AXPZAP62ZYWP8,-7
c,m,ol,ol,3,4,AXPZAP62ZYWP8,1
c,f,ol,ih,2,-4,A7P3R1AIA4TVV,-6
c,f,ol,il,3,-4,A7P3R1AIA4TVV,-7
c,f,ol,oh,-3,-4,A7P3R1AIA4TVV,-1
c,f,ol,ol,-3,4,A7P3R1AIA4TVV,7
c,b,ih,ih,2,4,A7P3R1AIA4TVV,2
c,b,ih,il,0,-4,A7P3R1AIA4TVV,-4
c,b,ih,oh,1,2,A7P3R1AIA4TVV,1
c,b,ih,ol,2,2,A7P3R1AIA4TVV,0
c,g,oh,ih,1,-4,A7P3R1AIA4TVV,-5
c,g,oh,il,-2,-3,A7P3R1AIA4TVV,-1
c,g,oh,oh,-2,4,A7P3R1AIA4TVV,6
c,g,oh,ol,1,-3,A7P3R1AIA4TVV,-4
c,m,ih,ih,3,4,A7P3R1AIA4TVV,1
c,m,ih,il,-3,-3,A7P3R1AIA4TVV,0
c,m,ih,oh,-3,-3,A7P3R1AIA4TVV,0
c,m,ih,ol,3,3,A7P3R1AIA4TVV,0
c,f,oh,ih,3,-4,A18G2CLYSTENK,-7
c,f,oh,il,3,-4,A18G2CLYSTENK,-7
c,f,oh,oh,-3,4,A18G2CLYSTENK,7
c,f,oh,ol,-3,-4,A18G2CLYSTENK,-1
c,b,il,ih,2,-4,A18G2CLYSTENK,-6
c,b,il,il,-1,4,A18G2CLYSTENK,5
c,b,il,oh,-1,-4,A18G2CLYSTENK,-3
c,b,il,ol,0,-4,A18G2CLYSTENK,-4
c,g,ih,ih,1,4,A18G2CLYSTENK,3
c,g,ih,il,-2,-4,A18G2CLYSTENK,-2
c,g,ih,oh,-3,-4,A18G2CLYSTENK,-1
c,g,ih,ol,-1,-4,A18G2CLYSTENK,-3
c,m,ol,ih,3,-4,A18G2CLYSTENK,-7
c,m,ol,il,3,-4,A18G2CLYSTENK,-7
c,m,ol,oh,0,-3,A18G2CLYSTENK,-3
c,m,ol,ol,0,4,A18G2CLYSTENK,4
c,f,ih,ih,1,4,A4W9APAHFWVLO,3
c,f,ih,il,3,-3,A4W9APAHFWVLO,-6
c,f,ih,oh,-2,-2,A4W9APAHFWVLO,0
c,f,ih,ol,-2,-2,A4W9APAHFWVLO,0
c,b,oh,ih,2,-4,A4W9APAHFWVLO,-6
c,b,oh,il,-2,-4,A4W9APAHFWVLO,-2
c,b,oh,oh,1,4,A4W9APAHFWVLO,3
c,b,oh,ol,1,0,A4W9APAHFWVLO,-1
c,g,ol,ih,3,-4,A4W9APAHFWVLO,-7
c,g,ol,il,1,-2,A4W9APAHFWVLO,-3
c,g,ol,oh,-1,0,A4W9APAHFWVLO,1
c,g,ol,ol,3,4,A4W9APAHFWVLO,1
c,m,il,ih,3,-4,A4W9APAHFWVLO,-7
c,m,il,il,3,4,A4W9APAHFWVLO,1
c,m,il,oh,2,2,A4W9APAHFWVLO,0
c,m,il,ol,3,3,A4W9APAHFWVLO,0
c,f,il,ih,1,-3,AKYPTUWFMU4GR,-4
c,f,il,il,4,4,AKYPTUWFMU4GR,0
c,f,il,oh,0,-3,AKYPTUWFMU4GR,-3
c,f,il,ol,0,-3,AKYPTUWFMU4GR,-3
c,b,oh,ih,1,-3,AKYPTUWFMU4GR,-4
c,b,oh,il,-2,-3,AKYPTUWFMU4GR,-1
c,b,oh,oh,2,4,AKYPTUWFMU4GR,2
c,b,oh,ol,2,-3,AKYPTUWFMU4GR,-5
c,g,ol,ih,4,1,AKYPTUWFMU4GR,-3
c,g,ol,il,1,-2,AKYPTUWFMU4GR,-3
c,g,ol,oh,-1,-1,AKYPTUWFMU4GR,0
c,g,ol,ol,4,4,AKYPTUWFMU4GR,0
c,m,oh,ih,3,1,AKYPTUWFMU4GR,-2
c,m,oh,il,0,-3,AKYPTUWFMU4GR,-3
c,m,oh,oh,2,4,AKYPTUWFMU4GR,2
c,m,oh,ol,2,2,AKYPTUWFMU4GR,0
c,f,il,ih,3,-4,A3Q5YM44KG3RI8,-7
c,f,il,il,2,4,A3Q5YM44KG3RI8,2
c,f,il,oh,2,0,A3Q5YM44KG3RI8,-2
c,f,il,ol,2,0,A3Q5YM44KG3RI8,-2
c,b,ol,ih,2,-4,A3Q5YM44KG3RI8,-6
c,b,ol,il,0,-4,A3Q5YM44KG3RI8,-4
c,b,ol,oh,2,0,A3Q5YM44KG3RI8,-2
c,b,ol,ol,2,4,A3Q5YM44KG3RI8,2
c,g,il,ih,2,-4,A3Q5YM44KG3RI8,-6
c,g,il,il,1,4,A3Q5YM44KG3RI8,3
c,g,il,oh,2,-4,A3Q5YM44KG3RI8,-6
c,g,il,ol,1,-4,A3Q5YM44KG3RI8,-5
c,m,oh,ih,3,-4,A3Q5YM44KG3RI8,-7
c,m,oh,il,-3,-4,A3Q5YM44KG3RI8,-1
c,m,oh,oh,1,4,A3Q5YM44KG3RI8,3
c,m,oh,ol,4,-4,A3Q5YM44KG3RI8,-8
c,f,ol,ih,2,-3,A3C8JI69WPTKWH,-5
c,f,ol,il,3,-3,A3C8JI69WPTKWH,-6
c,f,ol,oh,0,0,A3C8JI69WPTKWH,0
c,f,ol,ol,0,4,A3C8JI69WPTKWH,4
c,b,ol,ih,3,-4,A3C8JI69WPTKWH,-7
c,b,ol,il,0,-4,A3C8JI69WPTKWH,-4
c,b,ol,oh,0,0,A3C8JI69WPTKWH,0
c,b,ol,ol,3,4,A3C8JI69WPTKWH,1
c,g,ih,ih,-2,4,A3C8JI69WPTKWH,6
c,g,ih,il,-2,0,A3C8JI69WPTKWH,2
c,g,ih,oh,2,0,A3C8JI69WPTKWH,-2
c,g,ih,ol,4,0,A3C8JI69WPTKWH,-4
c,m,il,ih,4,-3,A3C8JI69WPTKWH,-7
c,m,il,il,4,4,A3C8JI69WPTKWH,0
c,m,il,oh,2,0,A3C8JI69WPTKWH,-2
c,m,il,ol,2,0,A3C8JI69WPTKWH,-2
c,f,oh,ih,4,-4,APO6KZZ79PO9Q,-8
c,f,oh,il,3,2,APO6KZZ79PO9Q,-1
c,f,oh,oh,0,4,APO6KZZ79PO9Q,4
c,f,oh,ol,-3,-1,APO6KZZ79PO9Q,2
c,b,il,ih,1,-3,APO6KZZ79PO9Q,-4
c,b,il,il,2,4,APO6KZZ79PO9Q,2
c,b,il,oh,3,2,APO6KZZ79PO9Q,-1
c,b,il,ol,0,1,APO6KZZ79PO9Q,1
c,g,oh,ih,4,-4,APO6KZZ79PO9Q,-8
c,g,oh,il,4,0,APO6KZZ79PO9Q,-4
c,g,oh,oh,4,4,APO6KZZ79PO9Q,0
c,g,oh,ol,4,-1,APO6KZZ79PO9Q,-5
c,m,ol,ih,1,0,APO6KZZ79PO9Q,-1
c,m,ol,il,3,1,APO6KZZ79PO9Q,-2
c,m,ol,oh,1,1,APO6KZZ79PO9Q,0
c,m,ol,ol,2,4,APO6KZZ79PO9Q,2
c,f,ol,ih,2,-4,A3CD3C99T8S6ON,-6
c,f,ol,il,3,-4,A3CD3C99T8S6ON,-7
c,f,ol,oh,-1,0,A3CD3C99T8S6ON,1
c,f,ol,ol,-1,4,A3CD3C99T8S6ON,5
c,b,ih,ih,3,4,A3CD3C99T8S6ON,1
c,b,ih,il,1,-4,A3CD3C99T8S6ON,-5
c,b,ih,oh,1,0,A3CD3C99T8S6ON,-1
c,b,ih,ol,3,0,A3CD3C99T8S6ON,-3
c,g,il,ih,3,-4,A3CD3C99T8S6ON,-7
c,g,il,il,3,4,A3CD3C99T8S6ON,1
c,g,il,oh,3,0,A3CD3C99T8S6ON,-3
c,g,il,ol,3,0,A3CD3C99T8S6ON,-3
c,m,il,ih,3,-4,A3CD3C99T8S6ON,-7
c,m,il,il,2,4,A3CD3C99T8S6ON,2
c,m,il,oh,1,1,A3CD3C99T8S6ON,0
c,m,il,ol,3,1,A3CD3C99T8S6ON,-2
c,f,il,ih,1,-2,A2KHMKJUVDMK1N,-3
c,f,il,il,3,4,A2KHMKJUVDMK1N,1
c,f,il,oh,-1,-2,A2KHMKJUVDMK1N,-1
c,f,il,ol,-2,-3,A2KHMKJUVDMK1N,-1
c,b,ih,ih,1,4,A2KHMKJUVDMK1N,3
c,b,ih,il,0,-2,A2KHMKJUVDMK1N,-2
c,b,ih,oh,3,3,A2KHMKJUVDMK1N,0
c,b,ih,ol,3,3,A2KHMKJUVDMK1N,0
c,g,ih,ih,2,3,A2KHMKJUVDMK1N,1
c,g,ih,il,1,-2,A2KHMKJUVDMK1N,-3
c,g,ih,oh,0,-1,A2KHMKJUVDMK1N,-1
c,g,ih,ol,1,0,A2KHMKJUVDMK1N,-1
c,m,oh,ih,1,-3,A2KHMKJUVDMK1N,-4
c,m,oh,il,3,-3,A2KHMKJUVDMK1N,-6
c,m,oh,oh,3,4,A2KHMKJUVDMK1N,1
c,m,oh,ol,1,1,A2KHMKJUVDMK1N,0
c,f,oh,ih,4,-4,A2VGFS03KCCR1Q,-8
c,f,oh,il,4,-4,A2VGFS03KCCR1Q,-8
c,f,oh,oh,1,4,A2VGFS03KCCR1Q,3
c,f,oh,ol,-3,-3,A2VGFS03KCCR1Q,0
c,b,ol,ih,1,-4,A2VGFS03KCCR1Q,-5
c,b,ol,il,-2,-4,A2VGFS03KCCR1Q,-2
c,b,ol,oh,4,4,A2VGFS03KCCR1Q,0
c,b,ol,ol,4,4,A2VGFS03KCCR1Q,0
c,g,ih,ih,0,4,A2VGFS03KCCR1Q,4
c,g,ih,il,-3,-3,A2VGFS03KCCR1Q,0
c,g,ih,oh,-2,-2,A2VGFS03KCCR1Q,0
c,g,ih,ol,-2,-2,A2VGFS03KCCR1Q,0
c,m,ih,ih,4,4,A2VGFS03KCCR1Q,0
c,m,ih,il,-2,-4,A2VGFS03KCCR1Q,-2
c,m,ih,oh,2,1,A2VGFS03KCCR1Q,-1
c,m,ih,ol,4,4,A2VGFS03KCCR1Q,0
c,f,oh,ih,1,-4,A1EH9BPKYXFBS5,-5
c,f,oh,il,3,-4,A1EH9BPKYXFBS5,-7
c,f,oh,oh,-1,4,A1EH9BPKYXFBS5,5
c,f,oh,ol,-3,-3,A1EH9BPKYXFBS5,0
c,b,il,ih,3,-4,A1EH9BPKYXFBS5,-7
c,b,il,il,1,4,A1EH9BPKYXFBS5,3
c,b,il,oh,1,1,A1EH9BPKYXFBS5,0
c,b,il,ol,1,1,A1EH9BPKYXFBS5,0
c,g,ol,ih,2,-4,A1EH9BPKYXFBS5,-6
c,g,ol,il,2,-4,A1EH9BPKYXFBS5,-6
c,g,ol,oh,1,-4,A1EH9BPKYXFBS5,-5
c,g,ol,ol,2,4,A1EH9BPKYXFBS5,2
c,m,il,ih,4,-4,A1EH9BPKYXFBS5,-8
c,m,il,il,1,4,A1EH9BPKYXFBS5,3
c,m,il,oh,2,1,A1EH9BPKYXFBS5,-1
c,m,il,ol,3,1,A1EH9BPKYXFBS5,-2
a,f,ih,ih,3,6,A27O2IILV3S5YS,3
a,f,ih,il,3,0,A27O2IILV3S5YS,-3
a,f,ih,oh,3,0,A27O2IILV3S5YS,-3
a,f,ih,ol,3,0,A27O2IILV3S5YS,-3
a,b,ih,ih,3,0,A27O2IILV3S5YS,-3
a,b,ih,il,-1,-4,A27O2IILV3S5YS,-3
a,b,ih,oh,3,6,A27O2IILV3S5YS,3
a,b,ih,ol,3,6,A27O2IILV3S5YS,3
a,g,oh,ih,3,0,A27O2IILV3S5YS,-3
a,g,oh,il,3,0,A27O2IILV3S5YS,-3
a,g,oh,oh,3,6,A27O2IILV3S5YS,3
a,g,oh,ol,3,0,A27O2IILV3S5YS,-3
a,m,il,ih,3,0,A27O2IILV3S5YS,-3
a,m,il,il,-3,0,A27O2IILV3S5YS,3
a,m,il,oh,1,-2,A27O2IILV3S5YS,-3
a,m,il,ol,3,0,A27O2IILV3S5YS,-3
a,f,ol,ih,3,0,A34DYM8J0X5VK,-3
a,f,ol,il,3,0,A34DYM8J0X5VK,-3
a,f,ol,oh,2,-1,A34DYM8J0X5VK,-3
a,f,ol,ol,2,5,A34DYM8J0X5VK,3
a,b,il,ih,3,0,A34DYM8J0X5VK,-3
a,b,il,il,3,6,A34DYM8J0X5VK,3
a,b,il,oh,3,0,A34DYM8J0X5VK,-3
a,b,il,ol,3,0,A34DYM8J0X5VK,-3
a,g,ih,ih,3,6,A34DYM8J0X5VK,3
a,g,ih,il,3,0,A34DYM8J0X5VK,-3
a,g,ih,oh,3,0,A34DYM8J0X5VK,-3
a,g,ih,ol,3,0,A34DYM8J0X5VK,-3
a,m,ih,ih,3,6,A34DYM8J0X5VK,3
a,m,ih,il,0,-3,A34DYM8J0X5VK,-3
a,m,ih,oh,0,-3,A34DYM8J0X5VK,-3
a,m,ih,ol,3,0,A34DYM8J0X5VK,-3
a,f,ih,ih,1,4,A12TSLY8GXWHB4,3
a,f,ih,il,3,0,A12TSLY8GXWHB4,-3
a,f,ih,oh,0,-3,A12TSLY8GXWHB4,-3
a,f,ih,ol,3,0,A12TSLY8GXWHB4,-3
a,b,ol,ih,2,-1,A12TSLY8GXWHB4,-3
a,b,ol,il,-1,-4,A12TSLY8GXWHB4,-3
a,b,ol,oh,3,0,A12TSLY8GXWHB4,-3
a,b,ol,ol,2,5,A12TSLY8GXWHB4,3
a,g,il,ih,1,-2,A12TSLY8GXWHB4,-3
a,g,il,il,1,4,A12TSLY8GXWHB4,3
a,g,il,oh,1,-2,A12TSLY8GXWHB4,-3
a,g,il,ol,1,-2,A12TSLY8GXWHB4,-3
a,m,oh,ih,3,0,A12TSLY8GXWHB4,-3
a,m,oh,il,3,0,A12TSLY8GXWHB4,-3
a,m,oh,oh,3,6,A12TSLY8GXWHB4,3
a,m,oh,ol,3,0,A12TSLY8GXWHB4,-3
a,f,il,ih,3,0,A16T3D6VY5WJGJ,-3
a,f,il,il,3,6,A16T3D6VY5WJGJ,3
